customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
5440706,1.6848,7114.2737,40903.2509,130568.249,4.6914,673.3468,0.2603
6864502,1.4791,7914.0978,24718.6235,44620.9162,3.7436,699.2074,0.1247
5927878,0.3351,824.8715,28162.0963,111404.0855,5.3752,694.0011,0.0232
2504421,4.4786,490.78,6047.4512,89210.1315,3.838,475.6977,0.1934
3843210,3.4591,1136.0743,9781.3047,12212.2192,8.0602,810.7567,0.2474
7270238,0.6081,981.8742,39354.3035,62051.4446,4.9524,589.6408,0.4854
5433839,0.3252,5905.8946,30555.2313,124524.2686,9.0313,747.4593,0.241
1042158,4.8744,2352.8735,8301.6317,47486.0462,2.228,481.5846,0.8177
7087842,3.4059,9254.3338,24925.399,72091.5706,1.1212,615.9914,0.4741
1282795,2.0873,4818.0299,40840.6474,73031.2768,3.8097,638.5124,0.6238
6965795,3.5087,7491.4543,15100.8331,92102.182,1.8366,748.497,0.2079
2620060,3.7817,7035.0682,8144.0373,131315.0003,3.9312,682.7114,0.4161
8664399,3.8998,3470.4569,41157.774,26581.7917,2.0741,584.4917,0.6028
3943653,2.3894,2649.6239,20169.1752,75386.675,8.6822,532.8715,0.311
3615602,2.1494,3712.3997,18247.2415,63542.1618,5.679,838.0469,0.3362
2191348,0.0551,8574.1306,11712.8691,44622.2257,4.9759,533.7623,0.8074
3444994,4.6328,6322.2291,38955.7091,136561.4466,7.8775,465.2275,0.8372
8013061,3.0165,2760.6349,36948.855,2204.5185,1.3037,540.7842,0.5329
8970465,1.0158,8800.9255,17625.0575,18999.7337,8.5701,552.5059,0.8964
3946603,4.598,632.9226,1368.1407,109103.9044,4.833,464.5139,0.7367
4588969,4.5747,7530.7686,19531.1729,39834.5014,1.3643,721.0001,0.0553
6776505,4.9459,4746.8724,7927.3949,107605.4318,8.1941,681.6709,0.5595
8089416,4.3703,7874.4386,6263.0128,123684.3195,4.6078,547.944,0.6978
5744361,4.9889,9974.2311,17192.9922,38533.5022,6.046,846.906,0.5409
4132320,1.2234,8075.0693,4357.0676,29294.926,8.9361,697.5149,0.832
4301077,4.2112,4777.5342,41831.8065,22419.0831,8.9069,718.8079,0.3008
6564897,4.1151,1662.8116,2107.077,30495.4984,8.9282,654.2747,0.0655
1026068,1.1547,8677.8792,17554.2993,40386.3808,4.1692,651.796,0.6336
5956707,0.4922,4978.127,7134.786,129064.3048,7.4961,416.8498,0.7308
3844077,4.8971,852.9191,30103.1791,114508.0296,2.3327,748.7406,0.7653
7353477,1.4801,7743.4766,3472.3345,1271.8748,8.3118,810.5474,0.0111
1744199,4.3545,3170.7364,23903.6155,129855.8088,3.4172,462.0407,0.6734
5705627,0.0206,570.0784,33783.0463,12617.8929,4.6391,759.6687,0.0207
4847849,0.1051,9709.735,41508.5398,97594.1335,8.9139,644.1637,0.7748
6138584,2.3294,5217.8468,30527.3623,23329.2259,8.0574,534.1066,0.7031
1519118,1.1936,3054.1613,4375.1775,10180.213,9.5251,815.0308,0.5674
5639884,3.4492,7714.9096,3896.206,112999.4552,3.6347,415.6779,0.5063
5491900,2.8278,9529.389,31971.1248,69871.4297,1.5109,529.1339,0.7151
5485304,0.3874,50.0709,9432.3169,89309.1113,9.1041,799.7224,0.0572
5827902,0.8131,7409.4807,19556.838,63702.216,4.9315,620.6084,0.8322
6411705,1.9402,8256.7957,42668.1285,10901.9507,8.894,672.7234,0.2012
7439805,0.928,2293.8249,35826.4315,110028.7266,7.3207,739.3975,0.4778
3158745,3.9611,5287.6655,36991.4901,121929.7475,8.748,473.4043,0.4868
7600277,2.0804,1002.4908,37610.3975,7105.8926,6.5472,503.1074,0.7771
4986102,0.4672,8039.9154,27079.225,56385.2913,8.1237,849.394,0.193
1616749,2.4217,9117.8632,32509.6738,83155.246,1.2034,512.9541,0.2997
1468700,0.4542,1204.8025,15702.8565,90211.408,9.6829,646.3275,0.6631
3674051,0.6447,8786.0878,43620.9508,86226.7857,1.8098,540.0286,0.4128
7279079,1.198,8305.5892,12239.1545,103147.8927,0.245,784.3275,0.2989
6661392,4.2976,3760.1073,25789.6834,143520.4845,5.3081,833.0961,0.6214
7308821,4.6231,7435.5698,12345.6565,58577.2108,7.1191,470.4512,0.0866
5138199,4.1313,47.2991,4924.3533,83053.0937,7.1642,673.4535,0.7898
4521680,1.6704,10020.6471,24810.8212,104052.7051,3.3923,766.7168,0.5247
2179865,1.3622,5938.0277,15457.8421,88330.4874,7.5383,771.7783,0.206
3625690,2.7458,6686.8253,25493.3329,58011.8126,8.4256,602.6779,0.4085
4472246,3.6093,7161.2278,24421.9524,92996.8886,6.1001,507.6163,0.1311
1709080,4.9669,6055.6183,23705.026,96834.3583,3.8599,579.1158,0.6166
2765101,0.6579,9217.4937,5414.626,87231.4785,6.1357,740.0095,0.6693
5785806,0.2465,6572.9677,19248.6826,31235.8097,8.6223,847.2498,0.4053
6885235,3.4718,9763.3505,35481.4154,75587.8153,9.0047,652.9958,0.3397
8986569,4.1611,6279.9998,13789.9137,131364.9657,0.3152,494.245,0.8498
8464731,4.2317,1878.4602,19408.0631,129042.4968,1.224,426.5352,0.5761
6140501,3.3923,9825.4606,21590.9233,111675.2851,0.0451,825.1109,0.667
4370083,4.7701,7342.8524,37696.027,103775.111,4.9244,621.5007,0.1275
6089402,2.555,7531.3639,28653.258,23595.2119,4.3639,724.734,0.7133
7285116,4.5691,10595.276,4406.208,68730.6881,5.458,699.8,0.4446
1946950,4.8391,851.6799,37802.5361,17355.5745,6.8365,801.7651,0.3667
4279343,4.2358,4634.3937,36357.2663,121477.6828,3.6578,525.612,0.9294
7718292,1.5488,2606.0357,32933.6743,43903.3137,2.0858,603.2403,0.0539
4070782,0.9811,6794.8019,20378.4089,114045.3692,3.9482,811.8204,0.1956
5574996,2.7406,8682.8106,33103.9111,121078.8506,0.0901,666.8247,0.375
5702164,2.2651,10390.0712,20932.1579,132564.7958,8.2945,439.5418,0.324
2476035,4.3888,4912.7324,32190.5231,112123.7356,3.8373,493.962,0.5107
3898013,0.5002,8462.3804,38454.7378,84247.9334,6.2279,512.849,0.4009
3676235,1.2887,9862.8069,38910.1437,89179.7426,3.2473,847.2532,0.7883
1209883,3.759,7361.0269,19877.2493,48257.7325,6.1481,507.0694,0.768
1193845,0.4749,2644.9674,37548.089,27091.3945,5.4044,792.4004,0.7724
7653455,1.6038,6553.1903,4460.9909,20257.3678,2.0856,442.5183,0.3694
3184744,1.9358,10429.0477,4476.7964,27832.4842,6.2532,488.3205,0.4074
5144676,3.113,10617.4553,23967.4149,138675.8842,1.0962,793.4484,0.7205
3389968,0.7907,6922.5353,28489.3189,25239.4645,4.8109,805.3299,0.1242
8525254,4.303,9541.0068,6710.9221,107687.7149,7.1988,485.8787,0.8519
3074559,2.2377,2191.3023,20645.679,28216.4962,5.4906,509.5947,0.5413
4437348,4.5851,2680.7832,4151.2561,144769.5916,7.4627,642.5108,0.8485
7981699,2.3393,10246.3918,26317.5891,55039.0257,2.7316,431.2859,0.7936
7735342,1.3752,1494.3291,37362.6054,61753.9297,0.4882,825.8156,0.3744
2489035,0.7091,2092.367,32234.8544,60629.9339,0.5597,568.0379,0.1016
7421041,0.0187,4548.2915,16546.7767,121356.0286,2.6873,624.2653,0.9208
4665573,2.6608,6357.6316,43417.8391,33178.6822,4.0767,454.4314,0.3446
4863816,0.5358,6509.9794,28973.4921,123503.1684,5.3751,422.3847,0.3737
2068092,1.9586,3172.0642,35623.0607,97858.4785,7.5766,614.7751,0.909
1645092,2.9464,9900.9374,29268.7195,33471.9799,8.3961,461.777,0.9173
6823449,1.3784,9841.9162,43226.7297,10641.869,6.9368,686.6009,0.2629
4971747,0.8761,4243.4388,35889.864,115243.3404,4.6321,759.1607,0.089
4494895,3.8736,4695.397,22708.1804,33277.82,2.6449,421.9986,0.0011
6835999,4.734,7566.2385,16048.562,132059.28,4.278,678.6023,0.4383
7124017,0.5022,7143.4217,29812.5757,20131.9307,2.734,768.507,0.5686
2271504,0.778,4138.8506,25799.0438,91859.6445,6.2446,602.2272,0.2703
5881798,4.8001,4480.8105,27507.2942,103034.0522,8.1821,832.1895,0.2597
2083084,0.1889,3772.1559,15006.5625,97953.347,5.1819,457.1481,0.3568
7010922,4.8882,2566.3201,18748.7057,47586.6441,0.4584,550.7591,0.2631
6255613,0.0232,4950.6484,24396.5482,130062.8316,9.3975,509.6932,0.8584
8652729,4.3683,7394.302,36672.3585,114478.6803,2.9428,848.3165,0.6428
1551951,1.5366,7988.7168,33338.0676,76210.6293,9.1451,538.0259,0.8289
1456731,4.6929,8383.7648,5211.8277,89932.7407,8.1307,579.4636,0.8605
3257669,1.5847,4057.8757,10751.8469,84490.0175,4.1313,782.6465,0.435
3093829,3.2715,8231.3665,1195.4525,140554.9016,0.567,819.0439,0.4776
2976022,0.4002,116.5339,379.1883,133142.2299,9.477,822.4843,0.9778
8249875,1.2116,5153.0759,9827.2421,35715.1683,6.5905,654.7103,0.8168
2996560,3.8684,8544.6524,34927.7124,39733.9918,2.4965,701.1796,0.7979
3175776,2.6434,6790.7158,39530.3401,145675.9262,5.3354,562.3339,0.5837
7075103,4.6398,5121.1053,17135.1357,35871.9289,6.3537,676.3642,0.4612
4598002,2.1438,6946.9636,24619.2879,141554.4663,2.2666,541.8146,0.8946
7213592,4.3491,9754.6377,30855.8839,96781.6105,0.9354,737.7445,0.8046
1523218,2.2448,6109.2746,41634.1354,8386.7417,2.6747,543.7869,0.5168
4900632,4.8962,8607.6105,39887.6553,50490.2785,0.476,796.6995,0.2705
1269214,4.7992,10544.55,2528.5046,71190.91,0.6999,471.4199,0.1473
1501516,1.6457,7599.1111,10865.8615,123808.0397,1.5659,660.7379,0.5527
8251338,4.4296,6183.6021,2177.1625,49437.4923,1.5841,638.1386,0.296
2114212,4.2381,448.0296,26948.1262,46783.0262,2.4795,524.5631,0.2642
5259404,1.0534,4055.1556,31049.7528,136658.0136,9.3743,420.3769,0.1058
4288868,3.1215,6099.223,13490.4222,12650.6252,5.7582,473.6519,0.0345
3778884,0.3634,8579.9985,37308.3777,82300.9449,4.2251,835.8344,0.7834
8198509,4.1836,4736.2111,19800.1585,75331.0103,5.638,824.0566,0.108
1174899,0.8727,10323.1458,43618.1257,9451.842,0.0571,460.7309,0.8886
6310286,0.3541,2956.0354,49.1022,13936.7781,8.9475,573.6882,0.2138
8706964,2.0011,8016.5522,4811.6593,57306.6522,5.3231,613.586,0.7597
5481369,2.8846,4532.0518,13207.08,20776.9979,4.5165,619.3078,0.823
8494402,4.2746,5248.7532,1145.2413,71473.6219,9.416,540.0784,0.7926
1418359,4.8712,8636.6805,34186.3492,90757.6383,7.3041,811.5252,0.8729
4350446,2.1975,3217.4407,2335.5176,102920.2929,3.3742,809.5528,0.3397
3081447,0.3022,1083.0499,32729.955,81556.344,9.3616,416.3664,0.9859
6846500,3.7456,5615.5445,2326.6408,56966.5108,8.52,695.3006,0.2796
8850175,2.8259,5706.9454,11065.0001,20128.0021,9.5453,440.8682,0.9343
3052427,2.2395,8579.5832,36759.3852,37482.3646,0.9622,672.094,0.4374
6233370,1.5463,10411.57,41553.7449,62827.864,9.5528,791.1667,0.0569
2584999,2.512,638.7166,18128.6837,137225.731,5.4288,695.0927,0.7849
5522663,1.6934,6380.1653,42376.4055,30865.7934,6.7222,615.266,0.7874
4711535,3.7851,7339.117,27399.4756,61931.9744,2.1224,831.3899,0.1973
8775846,2.7195,10598.697,18185.8213,108951.2455,1.404,737.9966,0.8235
5868216,4.3842,10136.1696,35079.6565,104955.5638,0.7939,518.1947,0.1576
3796187,2.7177,7672.7813,12924.8487,143340.1098,4.2231,579.0261,0.1514
1913029,1.1913,5631.9624,11635.555,29141.1764,2.2135,743.8649,0.8089
2210217,4.2555,1775.7189,28694.6409,3435.192,0.8162,416.5369,0.2902
2802738,2.7861,4158.969,17079.2108,48514.3747,9.5507,436.2718,0.0769
3007923,1.0342,6309.8712,5965.4439,23066.5144,7.3339,787.865,0.9563
7804797,3.1175,7809.252,2955.1191,81851.0189,5.1785,426.9821,0.557
5489806,1.7886,6848.0334,34426.5996,133490.9803,7.4335,707.9031,0.4481
5187171,4.222,7690.6786,29539.9763,102453.0181,6.1146,548.9564,0.5041
1918413,2.2665,4640.3868,18009.5819,21018.4055,1.7803,773.0441,0.6705
7880981,3.6322,7835.2292,39158.3803,18113.0836,6.3344,782.527,0.8617
6782451,0.4777,1585.3751,17968.4799,135358.8044,6.8101,829.3759,0.6726
1541634,1.9801,1787.0906,31041.1154,72879.587,2.3747,450.2329,0.7395
6662626,4.9162,1789.722,39721.0177,137160.6498,3.2014,594.8984,0.1802
5348338,4.0423,9582.5079,36734.878,109527.4588,3.833,661.6897,0.3841
1654083,0.7997,860.6445,22345.0211,147431.6626,6.0255,812.8971,0.5848
4666483,1.3888,8626.0445,29746.2851,129429.5813,1.2681,525.7993,0.6194
4877634,1.6491,2546.9021,18091.1139,62059.9225,7.4348,439.6594,0.2707
2326431,3.2518,5060.8083,28286.4247,112772.0174,3.4602,497.18,0.975
8565403,3.785,9851.0861,11275.6534,70464.7717,6.9177,627.0456,0.1182
7799672,3.7476,6318.5939,19011.2463,35357.6949,9.3289,709.0245,0.1123
6352144,2.5494,2295.8614,9179.8185,36530.6486,8.6987,713.2779,0.2292
4698441,4.0541,3087.6538,1698.6982,59570.1237,7.3758,441.0012,0.7539
4294228,2.1854,9899.1469,25725.6143,17431.4794,1.9333,744.5433,0.0366
6207763,0.6194,4618.8872,37770.1582,27204.9157,7.3207,699.8258,0.9879
5363487,2.8222,6329.8143,1148.3268,74795.8176,6.3579,588.1341,0.9877
1498475,4.7615,4969.8494,8589.7489,141619.7924,7.7255,660.4201,0.1597
5100071,3.965,4097.5451,20122.0123,86158.0033,8.6881,747.3413,0.4012
7451121,2.8935,2436.74,29102.7975,61217.3965,3.1148,523.845,0.2039
4673997,3.234,7391.7049,7507.0281,36776.9834,6.443,823.4948,0.408
1415948,4.6528,7734.7704,2506.7863,29878.2385,2.7514,468.8933,0.5329
7290128,2.1417,2989.1248,22691.8308,98057.2159,3.4628,806.7825,0.8227
2611126,1.657,8492.2723,35774.1702,126053.4848,5.2064,735.4592,0.0358
3069152,4.8862,9193.638,1569.9078,59796.2218,4.3416,699.9492,0.9869
2317886,4.3172,9901.5925,15284.1207,82173.8507,6.0063,444.6453,0.9406
3641867,1.6152,1772.3845,28998.803,105180.1329,7.5876,814.2,0.5704
7053931,2.3189,3299.9508,5739.4737,9593.4778,6.0502,538.536,0.4809
5155133,2.0754,9255.9149,10332.4122,52726.4989,9.698,737.5606,0.5506
2639264,0.7455,2171.9372,23409.7254,108574.4647,7.3812,799.0822,0.0184
8022494,4.7891,83.91,41647.0141,101921.1835,9.8501,515.9733,0.7377
8036508,2.0216,9368.0271,12576.2072,8864.1044,7.4344,812.2535,0.4964
7964485,4.3766,3541.0641,21315.7014,36057.3434,5.0792,678.4782,0.286
2910565,0.9468,4483.5215,17491.487,101233.9756,4.1101,699.292,0.4615
4609997,2.7394,4824.296,39209.4171,41010.0306,7.3566,812.2147,0.2926
8879714,0.1198,9126.6252,3170.158,121053.9973,6.8712,640.8168,0.7
7176010,3.8211,3663.5456,24748.0325,5349.3756,6.6876,602.7662,0.6144
1217648,2.9046,9597.6531,36970.8116,29059.4706,7.2178,687.8884,0.3881
1521925,3.1279,6650.435,43170.0316,42468.9598,8.7217,652.8784,0.3142
4711526,0.2586,5690.8051,30536.0036,137398.9921,2.2776,435.1723,0.878
8273599,1.0552,3532.1271,16618.5457,118387.1137,5.6489,487.7775,0.6822
5309650,0.3717,2655.4481,18010.7226,131333.7551,6.033,413.9964,0.7158
4982557,1.4446,6726.6393,15385.0896,65931.9916,2.9286,455.808,0.6186
1844057,3.1372,4830.2916,26383.6691,122255.6715,9.8795,730.5935,0.0752
6254213,2.8309,9792.8507,32311.9876,126815.3485,7.8554,410.0823,0.0593
7576709,3.0607,5309.2326,35807.2558,59958.5075,3.2127,542.5472,0.4292
4043480,2.7463,5524.9824,18218.9128,147595.7894,3.5843,606.6001,0.9305
7204803,1.3651,4507.3457,31321.09,126482.9425,7.1826,822.513,0.5247
8715621,1.2225,8494.9713,40031.3028,144593.7582,0.1149,552.5371,0.8759
2630346,0.6853,4594.2176,40232.2218,128732.2282,4.6404,754.1438,0.0965
5186681,4.2454,2929.7921,30767.5394,115421.8711,3.4311,588.6744,0.7243
3297274,3.0824,9273.8709,27836.9754,140134.0834,8.54,451.5332,0.2453
7342735,0.9326,6435.1699,23236.5564,62886.4703,7.9129,451.6889,0.5245
5620761,0.886,6378.2466,8029.5374,116472.8895,3.321,599.1357,0.2929
6076643,4.3652,6584.96,5428.9687,32382.7569,8.648,433.5843,0.7123
7383210,3.7137,7741.1683,21236.402,109022.74,9.136,660.6557,0.4009
4167875,3.297,3397.8305,6992.5272,116770.6399,5.5246,626.1932,0.4622
8320554,2.0343,409.0505,25221.8143,106624.4256,1.5924,718.5206,0.2453
5264269,1.3099,8723.2871,28221.1817,126272.797,7.7033,490.0447,0.2815
2263878,4.8973,1426.57,22978.5219,61930.6795,3.1934,670.0747,0.1795
6567144,3.9862,7773.0658,1621.9385,81305.4582,5.2728,485.1389,0.5538
7345990,1.5089,927.8782,2551.8898,2572.5063,0.4559,727.2273,0.145
3534247,4.2378,4064.0393,4979.8037,22530.0152,5.0009,543.7641,0.2682
7857299,3.7947,721.4083,6739.3878,95962.0312,3.8026,679.572,0.5305
8248985,1.4854,5636.5038,43247.088,83892.4045,6.8607,798.1433,0.2748
3215411,2.1328,7037.8799,15071.3169,30089.2161,0.4078,623.7995,0.5885
8867969,0.9298,1881.7861,12778.3727,36889.6762,6.2495,492.9931,0.0142
2125940,0.5553,4024.6465,2313.4641,51721.9077,7.7196,799.6663,0.9732
2616341,3.6138,10003.9687,27767.9185,106608.255,0.1278,566.4922,0.73
2474024,1.3376,4782.0701,28504.4315,90879.6539,7.4996,730.7718,0.5038
8151763,4.1003,8637.1251,7691.2392,11255.6518,1.302,549.4823,0.9208
6234314,4.978,9971.2711,40163.1014,113024.287,6.9806,539.8112,0.8698
2217076,0.3831,10476.0782,34978.9047,39719.2189,4.5528,691.7765,0.3666
4522675,2.3652,9662.3275,10086.7334,100025.559,5.5199,477.0897,0.1161
5922379,4.0103,3444.2569,21242.4583,19185.1859,3.3735,791.2025,0.2522
1667992,3.9448,10350.062,20043.6826,148105.7514,2.4547,579.3298,0.2087
8059182,3.8,8742.5764,15247.0556,12842.3827,0.7105,416.5206,0.7501
7428722,1.745,9007.8225,35727.2388,110340.6305,8.6469,543.0029,0.5481
5041707,2.2693,209.194,4801.8267,80798.6886,6.1043,754.9551,0.8501
8736819,2.9748,10260.8555,18163.0811,13668.4836,9.828,787.8366,0.4897
4342188,4.8697,8375.3791,18718.264,4952.188,8.5045,659.0031,0.7698
8872680,1.6377,8267.0265,20494.868,54461.3442,8.6963,537.9963,0.3234
6343326,4.6157,919.416,37635.7224,119257.5791,5.9785,641.3115,0.6022
6077354,1.3468,2536.1729,9556.1924,7066.1941,0.8094,777.6779,0.6394
2327874,4.9454,10346.7307,4524.9832,104836.9429,9.134,547.6887,0.7593
8055274,3.3513,5405.9782,27003.398,97610.4459,1.1789,578.3631,0.7995
4420012,2.3176,4305.414,7620.7672,40143.4879,5.1715,646.5448,0.2765
2298104,3.067,9037.4213,3302.9726,12423.27,8.5686,800.1151,0.3851
1101177,1.3627,981.6665,18657.9338,135929.6061,4.7241,665.3098,0.2071
5478069,1.3709,4509.6871,9620.7858,45275.2193,1.6567,499.7659,0.7478
5219238,0.5678,4068.2452,15801.3341,17419.2451,3.732,447.384,0.2707
6754768,0.5703,3791.5561,11369.8935,101463.9186,9.8839,449.9962,0.391
8121912,1.7384,3340.2891,4075.895,32941.4524,9.9976,828.0103,0.803
1635534,3.8143,2295.404,24494.8042,71113.7668,7.1083,771.5063,0.3398
6851904,3.0399,1897.6029,1211.1994,8430.3912,8.8799,746.5078,0.2915
2499519,0.5129,6901.6231,42220.8283,147377.9291,0.4421,627.3931,0.6512
7865281,4.2612,9887.8887,14933.1642,66984.8063,2.7597,705.2625,0.9754
7552393,3.0068,5493.478,30380.2355,148280.9809,3.6896,464.28,0.0626
5326384,4.8043,3236.2719,35409.7711,57853.1746,0.12,682.4359,0.8348
6681886,3.3509,1750.4178,12216.5675,52277.7038,3.7696,766.3651,0.1216
3514956,0.8759,8932.5504,32719.4369,135819.1011,0.9303,435.4653,0.3449
4769415,2.3689,10445.5318,36372.7594,49567.2799,5.1741,538.8985,0.4167
7572979,3.2425,3784.1063,10566.8709,64682.8797,0.0442,456.7432,0.7187
4674199,0.1413,3161.0864,43361.1232,12514.4298,2.7045,523.0203,0.9266
3862518,0.0746,6485.1007,934.8613,141846.794,8.6628,749.4556,0.102
4953759,0.647,8345.8231,9505.2712,13552.3301,2.1306,554.7657,0.7448
7625874,1.2583,4921.3672,34085.1214,114682.0526,0.6484,712.8403,0.3223
3681809,2.1477,6791.0201,8506.8564,80398.4697,2.4973,749.7997,0.9019
2390323,2.4372,7716.6491,30515.6753,10051.8662,8.2756,768.9543,0.2782
6696055,0.6901,10328.8618,37381.656,1251.165,5.8719,794.0319,0.6939
7607707,3.367,1813.326,41908.1962,138912.0018,5.8607,672.155,0.1648
1805369,2.9807,10722.6603,20735.9388,110405.3998,0.0057,532.0428,0.9579
2919188,1.4723,4244.3872,42427.4913,102189.0634,4.7215,474.5469,0.0043
2136023,0.0683,7787.8415,18001.9014,65648.5744,2.6562,630.6392,0.2329
3783669,0.3882,6173.8467,9554.4972,36174.5786,3.3621,453.7723,0.6759
4602890,1.9585,5256.0332,22468.0066,101220.0983,5.9869,810.54,0.8535
6990534,0.7699,7518.9086,28401.0715,90670.9869,8.7434,603.5763,0.9936
6209156,1.8841,4282.8912,20025.0174,108071.6867,1.8166,793.859,0.1733
5967420,3.1409,1396.6518,24784.0432,54922.2728,7.6822,721.4975,0.3071
3819135,2.7362,5279.8468,18210.8833,146484.5835,0.489,786.8902,0.8919
7731454,1.1559,5633.316,22941.2543,10877.892,3.2673,798.7095,0.0325
4770369,1.7191,2207.9232,41619.2471,12748.9892,2.1891,431.5557,0.7333
8832639,3.0702,10061.5542,21852.847,136158.6679,9.1558,728.564,0.4231
6073121,4.3043,2481.6591,11084.7492,96479.8179,1.78,508.1341,0.6888
2010374,3.7661,4427.1127,33156.3537,49105.6166,5.7863,845.2692,0.5249
6409382,2.767,1705.1349,14769.6218,113321.1175,1.6478,752.0541,0.6271
3600982,1.8115,5781.8944,35664.9164,67744.3124,4.7348,409.6641,0.6667
6490574,1.8253,3339.7043,2513.2109,4113.5677,4.134,817.918,0.6312
1557415,4.3971,5283.9051,14533.5903,96980.6116,0.4136,537.1992,0.6646
2399281,0.1962,2451.0596,4151.1356,36837.6608,8.2587,592.1609,0.5683
7845764,4.9399,622.3872,3756.3842,18001.801,7.8011,678.6302,0.7139
2817638,3.3219,8387.5433,28775.0522,34208.011,2.7786,813.0089,0.776
7696205,3.4057,6908.9035,16854.2648,71191.4715,6.14,817.8784,0.7879
3234383,0.19,3694.0219,38077.9234,8349.4452,3.6267,657.0545,0.8535
6143035,3.0276,555.1571,22576.4197,131187.419,7.6923,547.9922,0.3164
6553157,2.4239,9311.8076,12925.4905,83538.7357,6.9248,531.402,0.7458
5101287,0.5289,1864.2517,31503.5936,44191.2058,0.9047,569.0635,0.9467
3442646,1.3896,10009.3499,27274.4358,102272.8827,8.4419,487.787,0.3675
2701365,4.4516,5169.6181,34939.6601,119554.2557,1.7943,704.0662,0.7776
1265821,2.7499,3690.2472,28128.8707,91499.9681,1.7411,641.2885,0.2915
3431732,2.0671,7986.4987,7322.9794,30850.1826,7.3375,749.8714,0.1756
6225276,0.3634,9432.3799,29295.4661,17257.8565,1.8325,449.5972,0.4464
8506260,3.5706,4014.8626,17125.5675,127759.6894,1.224,584.7584,0.8065
7969493,3.5143,4406.9483,20251.1488,35595.7834,3.3558,514.0194,0.3071
7128432,3.0702,4683.2636,40264.5185,3960.3949,8.3871,644.5523,0.2949
7307480,2.5513,9919.2321,15746.6504,95771.6016,1.7681,614.9638,0.2777
6319847,2.1689,7459.9154,26748.0334,23537.1598,3.3907,606.7079,0.2181
3082479,2.9664,2697.5617,15900.2225,147081.0219,2.8625,547.5189,0.6111
8257398,1.167,2027.0011,4167.183,129208.9184,3.5606,729.2657,0.2433
6365823,4.7063,2512.615,19831.2682,90692.3112,7.1427,620.8529,0.9349
5483549,2.944,2867.9439,26097.6453,123921.9526,4.0547,497.3918,0.3459
1888180,1.556,2510.6436,17822.0775,70362.6937,7.5958,649.9718,0.5424
4576529,2.2484,7095.3671,17087.0177,117232.4766,6.404,671.7291,0.4092
4682943,4.0284,1287.724,35847.0253,96306.9207,3.611,417.4498,0.9627
7916370,0.8081,4193.0281,1327.6222,5222.57,4.3224,498.0702,0.424
5373217,1.4642,6737.2911,12936.0632,140858.4365,7.0362,515.1425,0.5637
4043324,3.3975,3160.1183,35470.6463,127910.0323,5.3476,517.6492,0.7634
8814204,1.5774,745.4741,40219.3584,141543.8624,8.6834,513.5699,0.1713
1886029,3.9625,922.6186,18031.4699,108812.2472,9.3318,528.0654,0.0326
4380485,0.6523,1395.119,38833.8598,61742.799,7.1771,524.1254,0.4549
1336498,3.8134,8993.559,8716.3712,31512.1431,9.8921,798.7584,0.5506
6919161,0.3418,7088.4851,9698.5233,27533.6541,5.9654,549.2844,0.2871
8344445,0.063,737.425,36973.9408,22362.4202,0.3983,562.5951,0.4625
3240472,4.4911,4232.7437,39465.2946,33520.5485,5.0485,525.6504,0.6152
7866598,2.9067,3028.7301,9758.7134,82170.4554,2.3001,835.6679,0.9733
3337913,1.7591,6234.064,2621.5767,101792.3507,3.3371,644.6869,0.6018
8285998,1.163,5642.8434,3974.9454,47295.7625,4.9007,677.8614,0.4489
7031615,3.0844,5196.6844,11442.7902,81891.9873,2.9505,733.0854,0.0225
7439147,2.545,3413.291,33274.3351,51304.7986,3.0962,555.5016,0.3106
1144366,4.958,1521.7781,22296.433,103674.054,4.0202,836.2009,0.3585
8702291,4.9161,7993.102,19921.3547,146714.9091,2.8646,475.3282,0.4769
6813303,3.1751,9464.6774,25533.5264,102569.4937,1.695,610.3541,0.7822
3438169,2.2144,10152.8751,38896.2401,9701.826,7.6556,472.2842,0.7759
7635037,2.4557,674.2352,3979.5837,71350.2457,3.9521,757.3461,0.8453
3252342,3.4124,7966.6883,30361.3152,114564.5001,8.3176,455.4344,0.29
7981887,0.5079,7823.1999,40492.6824,80933.0175,8.8272,652.8236,0.3465
1900906,1.6418,10184.5447,9345.9035,141198.275,7.5096,454.3244,0.1502
6629435,0.3764,2753.9549,36606.3888,9074.0127,3.9667,608.0766,0.8574
5325622,0.3668,7990.9896,30505.4092,43919.8735,7.2132,531.8961,0.6522
1772548,0.9792,631.498,663.3075,33536.5375,1.5522,807.2572,0.0775
2935345,2.4263,6803.5712,10143.1543,114156.8626,6.6112,431.4683,0.3037
1099549,3.9239,3802.2218,26481.097,78213.4784,4.0603,695.2724,0.1527
4750216,2.4275,8277.109,21965.0104,21393.6219,6.5564,715.301,0.9692
3410284,1.6774,9287.5014,23079.8351,43099.9257,7.5479,800.9301,0.3246
5786863,0.4118,3951.7897,10157.0697,78046.3505,5.6269,795.9564,0.4965
3378067,2.7515,5672.6017,29500.3679,147841.5452,6.4248,839.8589,0.3179
3399516,1.3563,1303.4646,11662.7146,54701.1307,2.1353,520.2279,0.4743
6945471,3.0747,4509.3119,17033.2662,24118.077,5.927,529.4728,0.9986
1385440,4.8859,3908.7531,16137.4633,74273.6604,4.6047,583.6034,0.2874
